Timestamp,TargetVariable
40295.46528,0.861020532
40295.46875,0.361936476
40295.47222,0.0083128
40295.47569,0.60095982
40295.47917,0.195327639
40295.48264,0.364940388
40295.48611,0.502852045
40295.48958,0.813550565
40295.49306,0.180326998
40295.49653,0.973873068
40295.5,0.878166402
40295.50347,0.551819889
40295.50694,0.17232191
40295.51042,0.82049257
40295.51389,0.709881723
40295.51736,0.847027468
40295.52083,0.07765365
40295.52431,0.272481364
40295.52778,0.4961646
40295.53125,0.356285395
40295.53472,0.354512444
40295.53819,0.205349239
40295.54167,0.905813498
40295.54514,0.270205665
40295.54861,0.337093432
40295.55208,0.68056567
40295.55556,0.449686884
40295.55903,0.48929521
40295.5625,0.349342735
40295.56597,0.609798167
40295.56944,0.433052821
40295.57292,0.607373721
40295.57639,0.824112324
40295.57986,0.782974897
40295.58333,0.694331886
40295.58681,0.473553898
40295.59028,0.351424653
40295.59375,0.501235065
40295.59722,0.035890546
40295.60069,0.332099741
40295.60417,0.00995358
40295.60764,0.447546692
40295.61111,0.161220947
40295.61458,0.712321308
40295.61806,0.037079325
40295.62153,0.845150932
40295.625,0.357711616
40295.62847,0.008067191
40295.63194,0.887618587
40295.63542,0.971593343
40295.63889,0.071302232
40295.64236,0.94612923
40295.64583,0.442931493
40295.64931,0.991267451
40295.65278,0.543859698
40295.65625,0.661040894
40295.65972,0.328894987
40295.66319,0.049278775
40295.66667,0.893503401
40296.39583,0.355389856
40296.39931,0.636425611
40296.40278,0.354206802
40296.40625,0.233743806
40296.40972,0.636803062
40296.41319,0.768642002
40296.41667,0.908153577
40296.42014,0.0969234
40296.42361,0.779891809
40296.42708,0.522977388
40296.43056,0.589681956
40296.43403,0.908081584
40296.4375,0.221919868
40296.44097,0.883104937
40296.44444,0.18216242
40296.44792,0.593784974
40296.45139,0.554769257
40296.45486,0.707788572
40296.45833,0.975088339
40296.46181,0.897276769
40296.46528,0.645090647
40296.46875,0.954434919
40296.47222,0.597316617
40296.47569,0.729709045
40296.47917,0.26239066
40296.48264,0.698018571
40296.48611,0.492136731
40296.48958,0.900902899
40296.49306,0.143929503
40296.49653,0.017931946
40296.5,0.263637572
40296.50347,0.210478172
40296.50694,0.809823875
40296.51042,0.935222138
40296.51389,0.266646284
40296.51736,0.037795496
40296.52083,0.625030563
40296.52431,0.613314113
40296.52778,0.067490026
40296.53125,0.218385008
40296.53472,0.663346311
40296.53819,0.996330034
40296.54167,0.502609678
40296.54514,0.853783381
40296.54861,0.355503131
40296.55208,0.002539366
40296.55556,0.118609297
40296.55903,0.138505875
40296.5625,0.956085045
40296.56597,0.307701697
40296.56944,0.274502862
40296.57292,0.314575498
40296.57639,0.799210248
40296.57986,0.34824499
40296.58333,0.88794719
40296.58681,0.652773963
40296.59028,0.104614712
40296.59375,0.381690967
40296.59722,0.595814558
40296.60069,0.054760997
40296.60417,0.312642681
40296.60764,0.127322605
40296.61111,0.854210328
40296.61458,0.740268269
40296.61806,0.935486697
40296.62153,0.116103034
40296.625,0.609106194
40296.62847,0.724409832
40296.63194,0.655007938
40296.63542,0.942003388
40296.63889,0.181292939
40296.64236,0.593375138
40296.64583,0.393980529
40296.64931,0.345568003
40296.65278,0.577054137
40296.65625,0.330917481
40296.65972,0.126692508
40296.66319,0.314990876
40296.66667,0.371496823
40297.39583,0.270413402
40297.39931,0.934717986
40297.40278,0.535173551
40297.40625,0.942911642
40297.40972,0.112463422
40297.41319,0.545688037
40297.41667,0.300233407
40297.42014,0.428771785
40297.42361,0.765324632
40297.42708,0.531171956
40297.43056,0.736817036
40297.43403,0.411430994
40297.4375,0.669616439
40297.44097,0.99677954
40297.44444,0.881264512
40297.44792,0.156259423
40297.45139,0.082858194
40297.45486,0.287661482
40297.45833,0.14793447
40297.46181,0.555577359
40297.46528,0.440501667
40297.46875,0.866368304
40297.47222,0.75297436
40297.47569,0.023121612
40297.47917,0.574260046
40297.48264,0.770392593
40297.48611,0.927627455
40297.48958,0.525754738
40297.49306,0.76773486
40297.49653,0.197599948
40297.5,0.082316815
40297.50347,0.18941428
40297.50694,0.530485702
40297.51042,0.26473736
40297.51389,0.483938205
40297.51736,0.10762645
40297.52083,0.03880054
40297.52431,0.122614338
40297.52778,0.520700543
40297.53125,0.598249804
40297.53472,0.987056741
40297.53819,0.476084581
40297.54167,0.875563329
40297.54514,0.661428078
40297.54861,0.066534844
40297.55208,0.007509217
40297.55556,0.212873221
40297.55903,0.408602077
40297.5625,0.548917934
40297.56597,0.147151856
40297.56944,0.923125837
40297.57292,0.481574355
40297.57639,0.918840224
40297.57986,0.820887406
40297.58333,0.575678924
40297.58681,0.200891653
40297.59028,0.289121664
40297.59375,0.922064159
40297.59722,0.487370467
40297.60069,0.793738747
40297.60417,0.263935401
40297.60764,0.352326118
40297.61111,0.033535662
40297.61458,0.72828839
40297.61806,0.456887658
40297.62153,0.209187768
40297.625,0.827084477
40297.62847,0.212320008
40297.63194,0.120059023
40297.63542,0.975087455
40297.63889,0.171599121
40297.64236,0.728062682
40297.64583,0.613627805
40297.64931,0.181853893
40297.65278,0.381617285
40297.65625,0.553938802
40297.65972,0.326051667
40297.66319,0.388020834
40297.66667,0.800804445
40298.39583,0.987621024
40298.39931,0.68760133
40298.40278,0.036413938
40298.40625,0.184746672
40298.40972,0.183730057
40298.41319,0.766934338
40298.41667,0.502530084
40298.42014,0.62842212
40298.42361,0.937720145
40298.42708,0.051337292
40298.43056,0.423598623
40298.43403,0.670630711
40298.4375,0.506557719
40298.44097,0.039753477
40298.44444,0.47950139
40298.44792,0.676849761
40298.45139,0.631983038
40298.45486,0.172904704
40298.45833,0.681284956
40298.46181,0.355322493
40298.46528,0.703145966
40298.46875,0.31460916
40298.47222,0.300256644
40298.47569,0.20911393
40298.47917,0.890980502
40298.48264,0.391038163
40298.48611,0.563525099
40298.48958,0.673136163
40298.49306,0.399031133
40298.49653,0.001210407
40298.5,0.378860944
40298.50347,0.623970503
40298.50694,0.630405243
40298.51042,0.690190745
40298.51389,0.229222203
40298.51736,0.982894927
40298.52083,0.899906197
40298.52431,0.020957424
40298.52778,0.050704394
40298.53125,0.097562938
40298.53472,0.181274766
40298.53819,0.006451484
40298.54167,0.396493118
40298.54514,0.868949399
40298.54861,0.580603784
40298.55208,0.503700285
40298.55556,0.206095622
40298.55903,0.765531044
40298.5625,0.690193912
40298.56597,0.760158019
40298.56944,0.113449169
40298.57292,0.400528505
40298.57639,0.715450191
40298.57986,0.870397055
40298.58333,0.422754133
40298.58681,0.491558762
40298.59028,0.943091256
40298.59375,0.49251392
40298.59722,0.98085354
40298.60069,0.557226866
40298.60417,0.842415917
40298.60764,0.11402886
40298.61111,0.018176671
40298.61458,0.396447407
40298.61806,0.15476345
40298.62153,0.410508785
40298.625,0.355915161
40298.62847,0.955309436
40298.63194,0.112446871
40298.63542,0.449630365
40298.63889,0.991455633
40298.64236,0.291557378
40298.64583,0.80714204
40298.64931,0.866485395
40298.65278,0.931915513
40298.65625,0.133630044
40298.65972,0.586299692
40298.66319,0.668468198
40298.66667,0.634835182
40301.39583,0.305263561
40301.39931,0.245870452
40301.40278,0.98480099
40301.40625,0.29519601
40301.40972,0.947786396
40301.41319,0.110303217
40301.41667,0.358119934
40301.42014,0.683839655
40301.42361,0.369886467
40301.42708,0.908318441
40301.43056,0.000366836
40301.43403,0.620049808
40301.4375,0.095827353
40301.44097,0.376608571
40301.44444,0.958879804
40301.44792,0.541576933
40301.45139,0.324702867
40301.45486,0.402873409
40301.45833,0.478889871
40301.46181,0.452703851
40301.46528,0.658330768
40301.46875,0.398656792
40301.47222,0.231470995
40301.47569,0.822306613
40301.47917,0.551640163
40301.48264,0.90703936
40301.48611,0.089690946
40301.48958,0.83270993
40301.49306,0.935731632
40301.49653,0.703042203
40301.5,0.180802336
40301.50347,0.892116087
40301.50694,0.756246707
40301.51042,0.406620198
40301.51389,0.653472875
40301.51736,0.666520212
40301.52083,0.52739892
40301.52431,0.573611923
40301.52778,0.702010139
40301.53125,0.505711965
40301.53472,0.018537478
40301.53819,0.334530065
40301.54167,0.739965516
40301.54514,0.951966458
40301.54861,0.17014751
40301.55208,0.484784695
40301.55556,0.078626972
40301.55903,0.63440507
40301.5625,0.740686178
40301.56597,0.289138418
40301.56944,0.650005237
40301.57292,0.261900204
40301.57639,0.677900737
40301.57986,0.582969493
40301.58333,0.531801075
40301.58681,0.466252521
40301.59028,0.548345495
40301.59375,0.989776545
40301.59722,0.872512192
40301.60069,0.448606594
40301.60417,0.178352812
40301.60764,0.732990639
40301.61111,0.029595797
40301.61458,0.454058669
40301.61806,0.362272819
40301.62153,0.469196063
40301.625,0.337810319
40301.62847,0.25338329
40301.63194,0.303486678
40301.63542,0.433159979
40301.63889,0.265215567
40301.64236,0.418196514
40301.64583,0.808051284
40301.64931,0.640947435
40301.65278,0.420286458
40301.65625,0.610799354
40301.65972,0.232010368
40301.66319,0.476625813
40301.66667,0.689648627
40302.39583,0.803560565
40302.39931,0.319168971
40302.40278,0.19845608
40302.40625,0.538867108
40302.40972,0.725487808
40302.41319,0.749786228
40302.41667,0.975175192
40302.42014,0.905936982
40302.42361,0.594761722
40302.42708,0.826705934
40302.43056,0.802617884
40302.43403,0.753962328
40302.4375,0.988372046
40302.44097,0.185854193
40302.44444,0.366435216
40302.44792,0.27574365
40302.45139,0.172500531
40302.45486,0.291245434
40302.45833,0.752257851
40302.46181,0.9318664
40302.46528,0.415878927
40302.46875,0.46045614
40302.47222,0.863327755
40302.47569,0.883438326
40302.47917,0.503417015
40302.48264,0.546400403
40302.48611,0.357157078
40302.48958,0.769062963
40302.49306,0.822736295
40302.49653,0.568147434
40302.5,0.923384271
40302.50347,0.812054993
40302.50694,0.236729439
40302.51042,0.402966048
40302.51389,0.645695054
40302.51736,0.99288542
40302.52083,0.165033983
40302.52431,0.730807979
40302.52778,0.632526128
40302.53125,0.459142883
40302.53472,0.727328226
40302.53819,0.233066997
40302.54167,0.142202283
40302.54514,0.271785735
40302.54861,0.959969471
40302.55208,0.348234671
40302.55556,0.001107353
40302.55903,0.482934047
40302.5625,0.123184478
40302.56597,0.078718271
40302.56944,0.186220067
40302.57292,0.654161394
40302.57639,0.926341615
40302.57986,0.223411335
40302.58333,0.094569892
40302.58681,0.530795762
40302.59028,0.742734669
40302.59375,0.596407664
40302.59722,0.495189421
40302.60069,0.121946075
40302.60417,0.214239432
40302.60764,0.260297919
40302.61111,0.924336552
40302.61458,0.769288556
40302.61806,0.254214914
40302.62153,0.77511985
40302.625,0.771927051
40302.62847,0.842803248
40302.63194,0.978333987
40302.63542,0.462332842
40302.63889,0.643652696
40302.64236,0.198552368
40302.64583,0.903868494
40302.64931,0.724134303
40302.65278,0.560499455
40302.65625,0.717860297
40302.65972,0.17062057
40302.66319,0.655801007
40302.66667,0.10016214
40303.39583,0.44483227
40303.39931,0.920094483
40303.40278,0.54718423
40303.40625,0.706710235
40303.40972,0.523979523
40303.41319,0.258528456
40303.41667,0.323049518
40303.42014,0.833276072
40303.42361,0.088016856
40303.42708,0.769287797
40303.43056,0.004646608
40303.43403,0.365498576
40303.4375,0.069691174
40303.44097,0.57962503
40303.44444,0.435030105
40303.44792,0.150219505
40303.45139,0.257396214
40303.45486,0.357832081
40303.45833,0.408451679
40303.46181,0.615516466
40303.46528,0.225903218
40303.46875,0.598171238
40303.47222,0.246225134
40303.47569,0.415426042
40303.47917,0.332527359
40303.48264,0.223732803
40303.48611,0.833505977
40303.48958,0.858675668
40303.49306,0.047402302
40303.49653,0.803286977
40303.5,0.270529188
40303.50347,0.755197938
40303.50694,0.272308217
40303.51042,0.362649205
40303.51389,0.208939748
40303.51736,0.626317232
40303.52083,0.476784287
40303.52431,0.697082437
40303.52778,0.258326949
40303.53125,0.93276867
40303.53472,0.136632308
40303.53819,0.615421627
40303.54167,0.546892252
40303.54514,0.153052899
40303.54861,0.079253885
40303.55208,0.306224381
40303.55556,0.957684084
40303.55903,0.86312522
40303.5625,0.308110413
40303.56597,0.979712173
40303.56944,0.999866032
40303.57292,0.780150764
40303.57639,0.719528826
40303.57986,0.739164161
40303.58333,0.573728499
40303.58681,0.586572235
40303.59028,0.394292646
40303.59375,0.580504196
40303.59722,0.791880153
40303.60069,0.480044022
40303.60417,0.591558696
40303.60764,0.839125968
40303.61111,0.464249502
40303.61458,0.028584695
40303.61806,0.265080302
40303.62153,0.322643106
40303.625,0.480985911
40303.62847,0.38125561
40303.63194,0.638988483
40303.63542,0.475789856
40303.63889,0.207879383
40303.64236,0.286314886
40303.64583,0.079252691
40303.64931,0.395455858
40303.65278,0.787893038
40303.65625,0.334447416
40303.65972,0.776351605
40303.66319,0.418419979
40303.66667,0.530048891
40304.39583,0.362849585
40304.39931,0.895450338
40304.40278,0.703067511
40304.40625,0.148160873
40304.40972,0.832381848
40304.41319,0.413689547
40304.41667,0.926498052
40304.42014,0.666036293
40304.42361,0.532249067
40304.42708,0.582487256
40304.43056,0.653078343
40304.43403,0.556497334
40304.4375,0.495133241
40304.44097,0.638520978
40304.44444,0.725717945
40304.44792,0.988963516
40304.45139,0.259029501
40304.45486,0.417934039
40304.45833,0.352317756
40304.46181,0.027160569
40304.46528,0.17634309
40304.46875,0.49799366
40304.47222,0.897084641
40304.47569,0.113243596
40304.47917,0.098888037
40304.48264,0.234274045
40304.48611,0.949276129
40304.48958,0.619148262
40304.49306,0.134623132
40304.49653,0.473832523
40304.5,0.457676015
40304.50347,0.203283551
40304.50694,0.217584299
40304.51042,0.038626025
40304.51389,0.152542198
40304.51736,0.507006247
40304.52083,0.695513492
40304.52431,0.913072988
40304.52778,0.711978797
40304.53125,0.895311028
40304.53472,0.807245001
40304.53819,0.547743525
40304.54167,0.336263144
40304.54514,0.165716969
40304.54861,0.360647398
40304.55208,0.069136126
40304.55556,0.667404407
40304.55903,0.318305721
40304.5625,0.040417246
40304.56597,0.369466011
40304.56944,0.791295828
40304.57292,0.678677321
40304.57639,0.336346549
40304.57986,0.426763492
40304.58333,0.245625456
40304.58681,0.61473838
40304.59028,0.487541765
40304.59375,0.309649838
40304.59722,0.073948357
40304.60069,0.042903533
40304.60417,0.452063941
40304.60764,0.797839305
40304.61111,0.788208041
40304.61458,0.274845794
40304.61806,0.618573296
40304.62153,0.121871476
40304.625,0.053150344
40304.62847,0.010612524
40304.63194,0.471174839
40304.63542,0.583625638
40304.63889,0.245753913
40304.64236,0.931203858
40304.64583,0.906817863
40304.64931,0.249079822
40304.65278,0.012165776
40304.65625,0.532492281
40304.65972,0.1624821
40304.66319,0.911755497
40304.66667,0.353826307
40305.39583,0.558800679
40305.39931,0.449363076
40305.40278,0.366529445
40305.40625,0.172891815
40305.40972,0.611383411
40305.41319,0.552295268
40305.41667,0.787174794
40305.42014,0.178156628
40305.42361,0.821550198
40305.42708,0.891455452
40305.43056,0.729677298
40305.43403,0.329808276
40305.4375,0.572135037
40305.44097,0.95694924
40305.44444,0.099065802
40305.44792,0.500960413
40305.45139,0.349531135
40305.45486,0.89347968
40305.45833,0.659198559
40305.46181,0.504893431
40305.46528,0.110310617
40305.46875,0.450540307
40305.47222,0.75773223
40305.47569,0.920592092
40305.47917,0.156255443
40305.48264,0.328269039
40305.48611,0.499207497
40305.48958,0.487732196
40305.49306,0.436855482
40305.49653,0.996963064
40305.5,0.609692312
40305.50347,0.963956688
40305.50694,0.970968401
40305.51042,0.037723387
40305.51389,0.508741256
40305.51736,0.932227078
40305.52083,0.146966122
40305.52431,0.306113493
40305.52778,0.128584498
40305.53125,0.834695405
40305.53472,0.999445644
40305.53819,0.967142482
40305.54167,0.156123373
40305.54514,0.157226861
40305.54861,0.273941018
40305.55208,0.892989309
40305.55556,0.119127962
40305.55903,0.946524451
40305.5625,0.289292679
40305.56597,0.347865736
40305.56944,0.550219018
40305.57292,0.27422965
40305.57639,0.880228591
40305.57986,0.647196853
40305.58333,0.189327907
40305.58681,0.595484477
40305.59028,0.123477265
40305.59375,0.168155165
40305.59722,0.852659185
40305.60069,0.81452962
40305.60417,0.728696949
40305.60764,0.27948175
40305.61111,0.538528024
40305.61458,0.387130337
40305.61806,0.926693194
40305.62153,0.666429874
40305.625,0.161690234
40305.62847,0.485615282
40305.63194,0.923522401
40305.63542,0.456619849
40305.63889,0.992210034
40305.64236,0.681803832
40305.64583,0.440741725
40305.64931,0.375669683
40305.65278,0.895135478
40305.65625,0.268494561
40305.65972,0.806794307
40305.66319,0.914614771
40305.66667,0.261852327
40308.39583,0.162970994
40308.39931,0.793348236
40308.40278,0.453006496
40308.40625,0.62133165
40308.40972,0.352233199
40308.41319,0.156538766
40308.41667,0.174248468
40308.42014,0.08607229
40308.42361,0.378654093
40308.42708,0.537223582
40308.43056,0.254950643
40308.43403,0.44326223
40308.4375,0.276603056
40308.44097,0.969776291
40308.44444,0.825622164
40308.44792,0.096268601
40308.45139,0.03452881
40308.45486,0.201453025
40308.45833,0.637514527
40308.46181,0.332306845
40308.46528,0.612717353
40308.46875,0.158742389
40308.47222,0.100590475
40308.47569,0.472132794
40308.47917,0.673305076
40308.48264,0.872946228
40308.48611,0.260512265
40308.48958,0.383444438
40308.49306,0.388878536
40308.49653,0.434345764
40308.5,0.104887494
40308.50347,0.285653757
40308.50694,0.095367578
40308.51042,0.525601014
40308.51389,0.46500045
40308.51736,0.022816935
40308.52083,0.886836225
40308.52431,0.68913304
40308.52778,0.307133904
40308.53125,0.380571025
40308.53472,0.575557631
40308.53819,0.406805571
40308.54167,0.844757598
40308.54514,0.537106706
40308.54861,0.113949476
40308.55208,0.334434435
40308.55556,0.503208358
40308.55903,0.250185057
40308.5625,0.521236551
40308.56597,0.617568013
40308.56944,0.060181102
40308.57292,0.595269582
40308.57639,0.178609706
40308.57986,0.701604754
40308.58333,0.01048258
40308.58681,0.629506927
40308.59028,0.945051378
40308.59375,0.147969882
40308.59722,0.912057318
40308.60069,0.132831066
40308.60417,0.391403274
40308.60764,0.808444212
40308.61111,0.41929998
40308.61458,0.047425817
40308.61806,0.803780559
40308.62153,0.779949352
40308.625,0.571858113
40308.62847,0.231135007
40308.63194,0.39296808
40308.63542,0.367257127
40308.63889,0.509081204
40308.64236,0.79486226
40308.64583,0.629887518
40308.64931,0.05127303
40308.65278,0.056842092
40308.65625,0.647570419
40308.65972,0.402356419
40308.66319,0.552417235
40308.66667,0.703157127
40309.39583,0.252979018
40309.39931,0.74225313
40309.40278,0.442573123
40309.40625,0.188334998
40309.40972,0.16990843
40309.41319,0.888012153
40309.41667,0.637125192
40309.42014,0.355279615
40309.42361,0.401437645
40309.42708,0.494824308
40309.43056,0.143295469
40309.43403,0.271002437
40309.4375,0.241579333
40309.44097,0.383392584
40309.44444,0.634643487
40309.44792,0.979221808
40309.45139,0.679764402
40309.45486,0.486726259
40309.45833,0.919700723
40309.46181,0.585283137
40309.46528,0.403024771
40309.46875,0.618914258
40309.47222,0.819349896
40309.47569,0.709395568
40309.47917,0.788521437
40309.48264,0.681992909
40309.48611,0.184112156
40309.48958,0.186685726
40309.49306,0.975113045
40309.49653,0.695965426
40309.5,0.068531266
40309.50347,0.042940007
40309.50694,0.130560714
40309.51042,0.969726144
40309.51389,0.00958914
40309.51736,0.698853827
40309.52083,0.414860916
40309.52431,0.945616014
40309.52778,0.159260386
40309.53125,0.919378076
40309.53472,0.491161884
40309.53819,0.214008654
40309.54167,0.782872934
40309.54514,0.502510689
40309.54861,0.68861866
40309.55208,0.331535461
40309.55556,0.331146753
40309.55903,0.453204812
40309.5625,0.675418975
40309.56597,0.67903444
40309.56944,0.478819329
40309.57292,0.566956302
40309.57639,0.89988377
40309.57986,0.75218078
40309.58333,0.903352809
40309.58681,0.646881463
40309.59028,0.949758497
40309.59375,0.589885946
40309.59722,0.003113854
40309.60069,0.348114521
40309.60417,0.287505105
40309.60764,0.201761773
40309.61111,0.184837774
40309.61458,0.555905425
40309.61806,0.368155382
40309.62153,0.478748646
40309.625,0.229664876
40309.62847,0.913796416
40309.63194,0.941692956
40309.63542,0.487343781
40309.63889,0.64835929
40309.64236,0.700774253
40309.64583,0.711896459
40309.64931,0.085326727
40309.65278,0.851111079
40309.65625,0.17126605
40309.65972,0.419033303
40309.66319,0.30660724
40309.66667,0.564298403
40310.39583,0.254673448
40310.39931,0.561773635
40310.40278,0.53347159
40310.40625,0.105848858
40310.40972,0.285817412
40310.41319,0.8837094
40310.41667,0.40991962
40310.42014,0.31999748
40310.42361,0.863898396
40310.42708,0.555135527
40310.43056,0.496083949
40310.43403,0.369042117
40310.4375,0.839997457
40310.44097,0.928897894
40310.44444,0.884648885
40310.44792,0.787249656
40310.45139,0.764287442
40310.45486,0.110879127
40310.45833,0.961632586
40310.46181,0.427601328
40310.46528,0.402278341
40310.46875,0.898284879
40310.47222,0.181289051
40310.47569,0.515482926
40310.47917,0.08134295
40310.48264,0.856172108
40310.48611,0.796237676
40310.48958,0.207685379
40310.49306,0.690165542
40310.49653,0.499366222
40310.5,0.561616993
40310.50347,0.880533261
40310.50694,0.946862528
40310.51042,0.637226024
40310.51389,0.821982735
40310.51736,0.20073503
40310.52083,0.746969647
40310.52431,0.825502273
40310.52778,0.023365329
40310.53125,0.964613253
40310.53472,0.209074628
40310.53819,0.195404042
40310.54167,0.806314831
40310.54514,0.753900136
40310.54861,0.437958179
40310.55208,0.506664151
40310.55556,0.001648657
40310.55903,0.22626954
40310.5625,0.236543389
40310.56597,0.917837838
40310.56944,0.398543207
40310.57292,0.706895045
40310.57639,0.649018472
40310.57986,0.571855926
40310.58333,0.584602528
40310.58681,0.337251681
40310.59028,0.10156583
40310.59375,0.763409732
40310.59722,0.550038279
40310.60069,0.21812554
40310.60417,0.29749326
40310.60764,0.810582342
40310.61111,0.868333399
40310.61458,0.107636004
40310.61806,0.410998641
40310.62153,0.131933364
40310.625,0.192187336
40310.62847,0.64863665
40310.63194,0.609152412
40310.63542,0.557256623
40310.63889,0.869354054
40310.64236,0.219908997
40310.64583,0.862193138
40310.64931,0.077054458
40310.65278,0.865352691
40310.65625,0.548715247
40310.65972,0.339324041
40310.66319,0.481869904
40310.66667,0.612817718
