"Month #","White Player #","Black Player #","Score"
101,664,3916,0.106044
101,667,1814,0.142749
101,667,5663,0.000000
101,670,6161,0.618770
101,670,6951,0.618770
101,670,7011,0.292730
101,675,2782,0.478787
101,675,3787,0.500000
101,675,5623,0.050962
101,700,3698,0.000000
101,700,5419,0.000000
101,719,3475,0.375000
101,719,5737,0.325735
101,720,5516,0.500000
101,733,491,0.449902
101,733,893,0.716280
101,733,6736,0.716280
101,733,6854,0.069275
101,793,4694,0.397879
101,809,2841,0.318689
101,811,4088,0.000000
101,811,5116,0.248695
101,813,3260,0.690829
101,856,4753,0.060790
101,856,7248,0.490503
101,893,617,0.000000
101,893,3225,0.000000
101,893,6854,0.000000
101,893,8083,0.000000
101,895,1288,0.000000
101,895,7533,0.000000
101,918,811,0.000000
101,928,4812,0.000000
101,928,4814,0.000000
101,941,486,0.664263
101,941,3521,0.371020
101,941,3662,0.664263
101,941,6220,0.616998
101,947,658,0.011558
101,947,4812,0.125637
101,947,6311,0.000000
101,954,941,0.000000
101,954,6220,0.049255
101,966,1863,0.449288
101,966,7510,0.156658
101,966,7959,0.000000
101,974,6741,0.000000
101,974,8083,0.000000
101,1004,990,0.000000
101,1025,2847,0.000000
101,1025,4931,0.000000
101,1037,5914,0.000000
101,1084,314,0.190304
101,1084,436,0.197424
101,1084,2308,0.000000
101,1095,1452,0.000000
101,1095,2270,0.000000
101,1095,2513,0.000000
101,1100,1563,0.104444
101,1100,2042,0.494202
101,1100,2799,0.000000
101,1100,6255,0.104444
101,1100,6815,0.168910
101,1100,8447,0.428613
101,1102,1289,0.578125
101,1102,3705,0.328125
101,1102,5675,0.000000
101,1102,6196,0.464883
101,1109,2064,0.000000
101,1111,2979,0.000000
101,1114,6795,0.000000
101,1125,2235,0.000000
101,1148,2599,0.198607
101,1148,6691,0.301611
101,1152,4757,0.212369
101,1158,973,0.291040
101,1169,7011,0.173960
101,1178,6305,0.000000
101,1187,1615,0.000000
101,1187,2099,0.000000
101,1187,2271,0.059436
101,1187,3681,0.000000
101,1187,4610,0.228340
101,1187,6866,0.000000
101,1187,8212,0.256636
101,1187,8321,0.312234
101,1202,1591,0.500000
101,1202,2059,0.500000
101,1207,1191,0.214077
101,1219,2689,0.000000
101,1219,2920,0.198910
101,1219,4216,0.269083
101,1219,6255,0.000000
101,1219,6339,0.000000
101,1219,8320,0.192633
101,1262,2107,0.132142
101,1262,5210,0.000000
101,1262,6018,0.000000
101,1262,7905,0.132142
101,1286,1799,0.000000
101,1288,895,0.469680
101,1288,7533,0.469680
101,1289,512,0.000000
101,1289,3705,0.000000
101,1289,8552,0.000000
101,1305,5163,0.000000
101,1321,5210,0.000000
101,1321,6018,0.000000
101,1329,1109,0.250000
101,1376,6272,0.316487
101,1431,3782,0.183475
101,1431,4137,0.000000
101,1431,5534,0.000000
101,1452,1329,0.000000
101,1452,8295,0.000000
101,1462,8275,0.000000
101,1500,1903,0.373006
101,1500,2689,0.000000
101,1512,971,0.137882
101,1512,1779,0.000000
101,1538,4753,0.151567
101,1538,7577,0.581280
101,1548,6891,0.324955
101,1553,2897,0.000000
101,1563,1961,0.000000
101,1563,6255,0.000000
101,1563,7106,0.159308
101,1563,8486,0.000000
101,1591,2059,0.000000
101,1591,6073,0.000000
101,1594,5342,0.000000
101,1594,5833,0.000000
101,1594,7593,0.192361
101,1594,7638,0.000000
101,1594,7715,0.457831
101,1594,8277,0.332444
101,1594,8616,0.223210
101,1610,1716,0.000000
101,1610,5002,0.000000
101,1610,5002,0.000000
101,1610,6899,0.000000
101,1613,501,0.000000
101,1613,4777,0.000000
101,1615,2271,0.428245
101,1615,3439,0.464957
101,1635,562,0.153536
101,1635,562,0.153536
101,1635,2959,0.000134
101,1635,3424,0.000000
101,1635,5119,0.000000
101,1635,6621,0.153536
101,1657,213,0.000000
101,1657,391,0.000000
101,1657,3870,0.000000
101,1657,4732,0.000000
101,1657,5614,0.000000
101,1678,7,0.000000
101,1678,1591,0.000000
101,1683,1635,0.491558
101,1683,3470,0.410221
101,1683,7865,0.130680
101,1697,3782,0.000000
101,1697,4137,0.000000
101,1697,5534,0.000000
101,1697,6298,0.000000
101,1716,2830,0.637108
101,1716,2912,0.000000
101,1716,5359,0.637108
101,1716,6038,0.387248
101,1716,6899,0.311496
101,1716,7242,0.338191
101,1716,8244,0.000241
101,1718,8465,0.119721
101,1732,3507,0.477923
101,1732,5258,0.487385
101,1732,6973,0.000000
101,1732,7002,0.000000
101,1757,675,0.185928
101,1799,187,0.000000
101,1799,392,0.182101
101,1799,1903,0.182101
101,1799,2332,0.000000
101,1799,3488,0.093951
101,1799,6586,0.052650
101,1799,6844,0.000000
101,1811,193,0.000000
101,1811,545,0.191038
101,1811,4465,0.250000
101,1811,8218,0.116595
101,1814,667,0.000000
101,1814,5663,0.000000
101,1835,441,0.000000
101,1835,3575,0.400125
101,1837,2918,0.000000
101,1844,6880,0.000000
101,1848,3681,0.000000
101,1848,7833,0.000000
101,1852,5930,0.000000
101,1852,7350,0.000000
101,1870,6745,0.000000
101,1870,7596,0.000000
101,1874,675,0.299330
101,1874,2807,0.374988
101,1884,1594,0.000000
101,1884,5833,0.000000
101,1884,8277,0.179318
101,1888,1732,0.000000
101,1888,5258,0.000000
101,1888,6770,0.000000
101,1903,187,0.000000
101,1903,392,0.000000
101,1903,3488,0.000000
101,1903,6472,0.000000
101,1903,7980,0.000000
101,1913,374,0.363440
101,1913,5463,0.363440
101,1913,6255,0.000000
101,1925,1863,0.746240
101,1944,562,0.500000
101,1944,1635,0.346464
101,1961,1100,0.000000
101,1961,6255,0.052249
101,1961,7106,0.211557
101,1961,8447,0.376418
101,1961,8486,0.000000
101,1972,7603,0.257812
101,1982,5079,0.000000
101,2027,5608,0.019882
101,2027,7805,0.000000
101,2033,838,0.236984
101,2033,7625,0.359970
101,2042,143,0.000000
101,2042,304,0.000000
101,2042,1563,0.000000
101,2042,2841,0.106908
101,2042,4432,0.035235
101,2042,6815,0.000000
101,2042,7115,0.000000
101,2059,7,0.000000
101,2059,6073,0.000000
101,2059,7168,0.000000
101,2076,4852,0.000000
101,2089,4753,0.470682
101,2089,6155,0.619145
101,2089,8212,0.819316
101,2099,670,0.048213
101,2099,4120,0.626272
101,2099,5608,0.143545
101,2099,6191,0.166983
101,2103,2339,0.243486
101,2103,3297,0.000000
101,2107,3404,0.000000
101,2107,5210,0.000000
101,2107,7905,0.000000
101,2112,5075,0.155487
101,2112,6468,0.220071
101,2129,2364,0.696948
101,2129,3033,0.799507
101,2144,1169,0.000000
101,2144,1615,0.000000
101,2144,6880,0.152734
101,2175,8311,0.077101
101,2188,5254,0.000000
101,2188,6191,0.000000
101,2190,670,0.000514
101,2207,7584,0.413542
101,2224,7262,0.299117
101,2238,501,0.000000
101,2238,6875,0.000000
101,2238,8465,0.051791
101,2256,7949,0.000000
101,2270,1452,0.108088
101,2270,2513,0.074263
101,2271,1835,0.000000
101,2304,437,0.000000
101,2304,4723,0.000000
101,2304,6439,0.000000
101,2308,314,0.372892
101,2308,436,0.380012
101,2308,1084,0.182589
101,2311,3147,0.000000
101,2332,2339,0.694250
101,2332,6586,0.571313
101,2339,918,0.006514
101,2339,4088,0.000000
101,2339,4694,0.000000
101,2339,5866,0.006514
101,2351,5774,0.000000
101,2362,96,0.000000
101,2364,3033,0.102559
101,2395,1913,0.000000
101,2395,5463,0.360330
101,2409,5050,0.000000
101,2409,7189,0.250000
101,2416,6745,0.000000
101,2442,568,0.000000
101,2462,658,0.221297
101,2462,7176,0.335376
101,2462,8098,0.000000
101,2513,1452,0.033825
101,2531,1610,0.177878
101,2531,8244,0.000000
101,2536,1169,0.000000
101,2536,2190,0.000000
101,2542,392,0.672269
101,2542,5425,0.000000
101,2552,1951,0.000000
101,2568,3717,0.453491
101,2568,6289,0.106927
101,2572,4990,0.000000
101,2599,6123,0.000000
101,2599,6554,0.000000
101,2599,6691,0.103004
101,2640,5456,0.000000
101,2669,596,0.000000
101,2689,1903,0.753568
101,2689,2920,0.507010
101,2689,6339,0.240721
101,2689,7980,0.283285
101,2693,4649,0.454845
101,2696,5602,0.442102
101,2699,1187,0.130426
101,2699,1309,0.000000
101,2734,36,0.000000
101,2766,4047,0.000000
101,2793,145,0.000000
101,2793,6002,0.500000
101,2799,1563,0.117070
101,2807,2699,0.000000
101,2807,5396,0.000000
101,2807,6875,0.246064
101,2813,2609,0.077242
101,2823,5950,0.000000
101,2824,7286,0.335569
101,2830,1610,0.000000
101,2830,5002,0.000000
101,2830,6899,0.000000
101,2830,7242,0.000000
101,2841,143,0.000000
101,2841,4432,0.000000
101,2841,7115,0.000000
101,2847,1431,0.104863
101,2847,3443,0.288338
101,2853,675,0.034809
101,2853,3155,0.534809
101,2853,7096,0.342285
101,2897,7285,0.138301
101,2897,7373,0.638301
101,2903,1187,0.285247
101,2903,2536,0.305025
101,2903,5623,0.173924
101,2912,1716,0.028176
101,2912,5359,0.665284
101,2912,6038,0.415424
101,2918,1321,0.128185
101,2918,3944,0.000000
101,2956,1148,0.002489
101,2956,2462,0.000000
101,2956,2599,0.201096
101,2956,3115,0.000000
101,2956,3322,0.000000
101,2956,4019,0.166795
101,2956,6311,0.034785
101,2959,1944,0.000000
101,2959,3424,0.000000
101,2979,596,0.444972
101,2979,7665,0.543324
101,2991,5918,0.500000
101,3016,2188,0.000000
101,3016,6191,0.000000
101,3016,7234,0.000000
101,3033,7558,0.000000
101,3041,3564,0.239622
101,3041,8177,0.000000
101,3041,8342,0.098239
101,3050,5116,0.497087
101,3062,440,0.238389
101,3089,1913,0.000000
101,3089,2395,0.000000
101,3089,5097,0.000000
101,3089,8486,0.000000
101,3119,4015,0.222532
101,3132,1219,0.000000
101,3147,2311,0.018230
101,3155,7096,0.000000
101,3155,8246,0.000000
101,3193,658,0.524056
101,3193,3242,0.022545
101,3225,733,0.000000
101,3225,6736,0.029615
101,3242,4577,0.458000
101,3242,4812,0.615590
101,3242,7176,0.615590
101,3254,8190,0.000000
101,3268,7538,0.000000
101,3268,8246,0.000000
101,3268,8490,0.000000
101,3277,5419,0.000000
101,3278,2027,0.000000
101,3278,2903,0.000000
101,3278,3681,0.000000
101,3278,3707,0.000000
101,3278,5914,0.000000
101,3285,5961,0.000000
101,3322,2409,0.318889
101,3322,5575,0.568889
101,3322,6311,0.299573
101,3322,8586,0.531204
101,3352,545,0.000000
101,3352,1811,0.000000
101,3352,5627,0.000000
101,3360,7498,0.000000
101,3404,2918,0.000000
101,3404,6018,0.000000
101,3424,365,0.000000
101,3424,1944,0.000000
101,3424,6621,0.269998
101,3436,531,0.000000
101,3436,6311,0.000000
101,3436,6647,0.000000
101,3439,1309,0.000000
101,3439,6155,0.000000
101,3439,8212,0.160488
101,3443,5534,0.000000
101,3475,617,0.000000
101,3475,6283,0.000000
101,3475,6803,0.000000
101,3475,7520,0.125000
101,3488,187,0.000000
101,3488,391,0.088150
101,3488,392,0.088150
101,3488,1657,0.088150
101,3488,6406,0.000000
101,3507,1657,0.009461
101,3507,1888,0.009461
101,3507,2847,0.000000
101,3507,3980,0.000000
101,3507,4092,0.000000
101,3507,4092,0.000000
101,3507,4920,0.000000
101,3507,6270,0.000000
101,3518,2956,0.468910
101,3518,5050,0.024694
101,3521,954,0.196723
101,3521,4457,0.000000
101,3521,5566,0.293243
101,3521,6880,0.000000
101,3544,4307,0.000000
101,3544,4777,0.000000
101,3564,1925,0.000000
101,3567,4341,0.057992
101,3567,6776,0.091237
101,3575,4064,0.000000
101,3575,7833,0.000000
101,3582,3041,0.000000
101,3582,6629,0.000000
101,3619,2609,0.000000
101,3619,2813,0.000000
101,3619,5580,0.000000
101,3662,114,0.000000
101,3662,5566,0.000000
101,3681,1848,0.106856
101,3681,2271,0.248294
101,3681,7833,0.000000
101,3705,512,0.000000
101,3705,8552,0.000000
101,3707,4753,0.000000
101,3707,5396,0.000000
101,3707,5608,0.000000
101,3717,6272,0.000000
101,3770,2462,0.193171
101,3770,7262,0.528547
101,3782,4990,0.000000
101,3787,1187,0.000000
101,3787,6866,0.000000
101,3818,1114,0.199167
101,3818,7635,0.000000
101,3834,2076,0.000000
101,3834,4852,0.000000
101,3835,3293,0.093750
101,3863,966,0.000000
101,3863,3564,0.000000
101,3870,213,0.057594
101,3887,1594,0.000000
101,3887,7593,0.144057
101,3887,7638,0.000000
101,3887,8616,0.174905
101,3892,3694,0.000000
101,3919,3225,0.000000
101,3919,6854,0.000000
101,3944,652,0.584395
101,3944,1321,0.656557
101,3944,1422,0.833420
101,3944,5210,0.148117
101,3944,6404,0.833420
101,3968,596,0.443280
101,3968,5740,0.541632
101,3980,1657,0.196361
101,3980,3488,0.108211
101,3980,4732,0.000000
101,3980,5983,0.000000
101,3980,7848,0.000000
101,4015,5116,0.277468
101,4019,2416,0.044930
101,4019,4331,0.137306
101,4019,6554,0.000000
101,4019,7189,0.137306
101,4063,1462,0.203553
101,4063,1903,0.203553
101,4063,2689,0.000000
101,4063,7453,0.000000
101,4064,3681,0.000000
101,4071,7453,0.000000
101,4073,1538,0.107715
101,4073,2362,0.432549
101,4073,8084,0.317412
101,4084,6339,0.000000
101,4088,2907,0.199526
101,4088,5866,0.622456
101,4092,391,0.662803
101,4092,1657,0.662803
101,4092,3980,0.466442
101,4092,4732,0.466018
101,4105,719,0.000000
101,4105,893,0.708228
101,4105,6283,0.208228
101,4120,1874,0.000000
101,4120,8321,0.015230
101,4137,3443,0.402795
101,4137,5534,0.039947
101,4137,6298,0.198250
101,4137,8242,0.402795
101,4162,2979,0.272827
101,4176,1982,0.415125
101,4176,7455,0.000000
101,4208,947,0.490759
101,4216,1025,0.176385
101,4216,1219,0.000000
101,4216,4381,0.176385
101,4216,4723,0.015634
101,4216,5140,0.000000
101,4216,5209,0.052588
101,4216,5983,0.000000
101,4287,6388,0.349703
101,4307,5690,0.000000
101,4331,3770,0.000000
101,4331,7176,0.000000
101,4335,719,0.000000
101,4335,893,0.000000
101,4335,3475,0.000000
101,4335,6741,0.000000
101,4341,6776,0.033245
101,4342,7011,0.060680
101,4381,408,0.000000
101,4381,1219,0.000000
101,4381,2689,0.000000
101,4381,2920,0.000000
101,4383,1870,0.020850
101,4432,143,0.000000
101,4432,2731,0.000000
101,4432,7115,0.000000
101,4457,941,0.000000
101,4457,954,0.252729
101,4457,6181,0.276109
101,4457,6220,0.301984
101,4465,3352,0.000000
101,4465,5598,0.000000
101,4465,6018,0.000000
101,4465,8218,0.000000
101,4481,3013,0.000000
101,4515,4917,0.042892
101,4537,3285,0.290720
101,4547,5425,0.000000
101,4577,1148,0.000000
101,4577,2956,0.000000
101,4577,7189,0.157590
101,4610,3278,0.010340
101,4628,4073,0.000000
101,4694,2332,0.000000
101,4694,3297,0.000000
101,4700,8320,0.000000
101,4723,3266,0.160751
101,4732,391,0.196785
101,4732,3507,0.187323
101,4732,5614,0.000000
101,4732,5983,0.000000
101,4753,7839,0.124626
101,4753,8490,0.000000
101,4757,8212,0.107304
101,4766,5025,0.000000
101,4777,6875,0.290472
101,4807,437,0.000000
101,4812,2409,0.000000
101,4812,3420,0.000000
101,4812,4814,0.000000
101,4812,6554,0.000000
101,4847,173,0.000000
101,4847,4696,0.000000
101,4862,4649,0.000000
101,4898,1548,0.000000
101,4898,8152,0.000000
101,4907,3132,0.000000
101,4907,4723,0.000000
101,4920,1732,0.012615
101,4920,1888,0.500000
101,4920,5258,0.500000
101,4920,6270,0.081832
101,4920,6451,0.000000
101,4931,2572,0.000000
101,4931,2847,0.000000
101,4931,4990,0.000000
101,4990,2847,0.177772
101,4999,4807,0.000000
101,5001,531,0.000000
101,5002,572,0.000000
101,5002,1716,0.000000
101,5002,2531,0.000000
101,5002,5359,0.158762
101,5002,8244,0.000000
101,5011,1615,0.000000
101,5011,2853,0.000000
101,5011,5905,0.000000
101,5011,7096,0.273817
101,5025,719,0.000000
101,5025,5737,0.164831
101,5025,6803,0.000000
101,5050,947,0.622679
101,5050,3242,0.132726
101,5057,8120,0.687500
101,5068,4862,0.000000
101,5075,2112,0.000000
101,5075,6468,0.064584
101,5083,5011,0.000000
101,5083,5905,0.000000
101,5086,1462,0.269712
101,5097,1913,0.030583
101,5097,2395,0.033693
101,5097,5463,0.394023
101,5115,3915,0.000000
101,5116,4694,0.000000
101,5128,5116,0.626191
101,5128,7325,0.104648
101,5140,408,0.769134
101,5140,1219,0.348636
101,5140,2689,0.040537
101,5140,2920,0.547547
101,5140,4381,0.794104
101,5163,8502,0.683116
101,5181,7325,0.000000
101,5191,3464,0.000000
101,5191,3659,0.050511
101,5209,392,0.123797
101,5209,4700,0.123797
101,5209,6339,0.000000
101,5226,5254,0.000000
101,5226,6605,0.144348
101,5226,7004,0.000000
101,5233,1732,0.018799
101,5233,3254,0.460486
101,5244,2956,0.291932
101,5244,3115,0.068386
101,5244,4019,0.458727
101,5254,6605,0.321382
101,5254,7955,0.000000
101,5258,3507,0.000000
101,5258,6270,0.000000
101,5258,6451,0.000000
101,5258,6973,0.000000
101,5258,7002,0.000000
101,5290,3479,0.200896
101,5310,6196,0.000000
101,5327,2182,0.000000
101,5342,64,0.314528
101,5342,3887,0.053716
101,5356,1951,0.000000
101,5356,2552,0.250000
101,5359,1716,0.000000
101,5359,1716,0.000000
101,5359,2830,0.000000
101,5359,2912,0.000000
101,5359,6038,0.000000
101,5359,8244,0.000000
101,5396,2089,0.000000
101,5396,2536,0.316740
101,5396,8233,0.634677
101,5456,2731,0.088984
101,5463,374,0.000000
101,5463,3089,0.000000
101,5463,6255,0.000000
101,5470,2351,0.182010
101,5516,7805,0.000000
101,5534,8242,0.362848
101,5558,813,0.000000
101,5558,3260,0.356774
101,5566,941,0.000000
101,5566,954,0.000000
101,5566,6220,0.000000
101,5575,3436,0.000000
101,5575,4331,0.000000
101,5575,6311,0.000000
101,5578,1716,0.000000
101,5578,7285,0.000000
101,5580,2813,0.153465
101,5598,1811,0.000000
101,5598,3352,0.124551
101,5598,5627,0.000000
101,5598,6018,0.000000
101,5602,2823,0.000000
101,5608,306,0.313982
101,5614,3507,0.570144
101,5614,4092,0.000000
101,5614,5983,0.319800
101,5623,1169,0.000000
101,5623,2099,0.000000
101,5627,193,0.000000
101,5627,545,0.191038
101,5627,1811,0.000000
101,5627,4465,0.250000
101,5627,8218,0.116595
101,5663,667,0.107251
101,5663,1814,0.250000
101,5675,1289,0.705470
101,5675,2103,0.455470
101,5675,3705,0.455470
101,5675,8552,0.177213
101,5690,2238,0.485434
101,5737,3475,0.049265
101,5737,4766,0.021106
101,5740,4162,0.000000
101,5774,5470,0.000000
101,5833,7715,0.462555
101,5850,1718,0.000000
101,5850,8465,0.000000
101,5866,307,0.000000
101,5866,2103,0.000000
101,5866,5128,0.000000
101,5870,3264,0.515381
101,5870,3863,0.515381
101,5870,7959,0.000000
101,5905,1187,0.226742
101,5914,1037,0.475778
101,5914,3575,0.506005
101,5914,7538,0.167349
101,5926,4287,0.171689
101,5930,1852,0.000000
101,5930,2696,0.000000
101,5930,5950,0.000000
101,5930,7350,0.000000
101,5960,5315,0.000000
101,5979,5825,0.000000
101,5983,392,0.259805
101,5983,1329,0.000000
101,5983,1657,0.259805
101,5983,3266,0.259805
101,5983,3507,0.250344
101,5983,4092,0.000000
101,6002,143,0.000000
101,6002,304,0.000000
101,6002,2042,0.000000
101,6002,2841,0.000000
101,6002,4432,0.000000
101,6018,545,0.172623
101,6018,1811,0.000000
101,6018,2107,0.231585
101,6018,2918,0.000000
101,6018,3352,0.231585
101,6018,5627,0.000000
101,6025,7285,0.000000
101,6038,1178,0.249860
101,6038,1716,0.000000
101,6038,2912,0.000000
101,6038,5359,0.249860
101,6038,6305,0.000000
101,6054,1512,0.175252
101,6099,7919,0.324906
101,6123,947,0.331555
101,6140,275,0.000000
101,6140,275,0.000000
101,6155,2144,0.000000
101,6161,6685,0.000000
101,6181,1732,0.000000
101,6181,4920,0.000000
101,6181,5258,0.073140
101,6181,6770,0.000000
101,6181,6973,0.000000
101,6181,7002,0.000000
101,6191,6866,0.000000
101,6191,7004,0.255861
101,6191,8490,0.000000
101,6196,1289,0.113242
101,6196,3705,0.000000
101,6196,5675,0.000000
101,6196,8084,0.000000
101,6208,6586,0.000000
101,6220,3521,0.000000
101,6220,6880,0.000000
101,6255,374,0.500000
101,6255,437,0.000000
101,6255,1329,0.000000
101,6255,2042,0.389758
101,6255,2395,0.139670
101,6255,3089,0.384892
101,6255,5097,0.105977
101,6255,6815,0.064465
101,6255,7106,0.159308
101,6255,8486,0.000000
101,6270,1732,0.000000
101,6270,6181,0.345028
101,6270,6451,0.000000
101,6272,7880,0.000000
101,6283,719,0.000000
101,6283,4335,0.500000
101,6283,5025,0.000000
101,6283,8083,0.000000
101,6289,596,0.519275
101,6298,1431,0.021069
101,6298,5534,0.000000
101,6305,36,0.733758
101,6305,2734,0.733758
101,6311,658,0.155236
101,6311,2462,0.000000
101,6311,2599,0.166311
101,6311,3193,0.000000
101,6311,7189,0.269315
101,6339,408,0.487876
101,6339,2542,0.000000
101,6339,4381,0.512846
101,6339,5140,0.000000
101,6366,6685,0.000000
101,6366,8321,0.080904
101,6388,5926,0.000000
101,6391,1219,0.000000
101,6404,1262,0.000000
101,6406,1799,0.041963
101,6406,1903,0.224064
101,6439,5209,0.420215
101,6451,1732,0.012615
101,6451,1888,0.500000
101,6451,3662,0.500000
101,6451,6770,0.000000
101,6468,2112,0.000000
101,6468,5075,0.000000
101,6472,4063,0.116016
101,6520,3698,0.000000
101,6554,928,0.138578
101,6554,4814,0.000000
101,6586,313,0.000000
101,6586,428,0.129451
101,6586,1880,0.000000
101,6586,2574,0.000000
101,6586,6844,0.000000
101,6586,7351,0.000000
101,6605,7955,0.000000
101,6621,365,0.000000
101,6621,1944,0.000000
101,6621,2959,0.000000
101,6629,614,0.440775
101,6629,1863,0.587411
101,6647,149,0.000000
101,6647,4019,0.236657
101,6647,5933,0.000000
101,6647,7262,0.373962
101,6669,6887,0.420672
101,6685,5608,0.000000
101,6685,8490,0.000000
101,6691,3193,0.000000
101,6691,6311,0.000000
101,6736,893,0.000000
101,6736,3919,0.000000
101,6745,973,0.031152
101,6747,2766,0.125566
101,6770,5258,0.834873
101,6770,6270,0.416706
101,6770,6973,0.328178
101,6776,145,0.000000
101,6776,2793,0.000000
101,6795,3818,0.385456
101,6803,974,0.937500
101,6803,4766,0.534340
101,6815,1563,0.000000
101,6815,1961,0.000000
101,6815,7106,0.094843
101,6849,8611,0.000000
101,6854,491,0.380627
101,6854,3225,0.617389
101,6854,6736,0.647004
101,6856,2203,0.057642
101,6875,1309,0.000000
101,6875,5516,0.178278
101,6875,5690,0.000000
101,6880,954,0.202621
101,6880,1169,0.000000
101,6880,4457,0.000000
101,6887,7815,0.000000
101,6891,4898,0.426781
101,6891,8311,0.426781
101,6899,572,0.000000
101,6899,1610,0.325612
101,6899,2531,0.147734
101,6899,5002,0.166850
101,6899,5002,0.166850
101,6899,5359,0.325612
101,6926,4842,0.147893
101,6951,4757,0.000000
101,6951,8224,0.000000
101,6973,1888,0.506696
101,6973,3507,0.497234
101,6973,3521,0.213453
101,6973,6270,0.088528
101,6973,6451,0.006696
101,6973,7002,0.006696
101,7002,3507,0.490539
101,7002,4920,0.000000
101,7002,6270,0.081832
101,7011,720,0.000000
101,7011,2903,0.000000
101,7011,3711,0.107574
101,7011,7577,0.326040
101,7087,652,0.452210
101,7087,3944,0.000000
101,7087,6404,0.701235
101,7096,5275,0.083465
101,7096,5812,0.092416
101,7104,4088,0.000000
101,7106,1100,0.000000
101,7106,2042,0.230450
101,7106,8447,0.164861
101,7106,8486,0.000000
101,7115,145,0.000000
101,7115,304,0.000000
101,7115,6002,0.480019
101,7165,5456,0.213762
101,7165,7115,0.038558
101,7168,1202,0.000000
101,7168,1678,0.000000
101,7176,397,0.000000
101,7176,6849,0.000000
101,7176,8098,0.000000
101,7189,2956,0.000000
101,7189,6647,0.000000
101,7189,7286,0.000000
101,7234,5226,0.002195
101,7234,7955,0.000000
101,7238,8586,0.771863
101,7242,572,0.000000
101,7242,1610,0.298917
101,7242,1610,0.298917
101,7242,2531,0.121039
101,7242,5002,0.140155
101,7242,5002,0.140155
101,7242,5359,0.298917
101,7242,6899,0.000000
101,7242,6899,0.000000
101,7248,4628,0.000000
101,7262,6311,0.000000
101,7285,1553,0.255784
101,7285,1716,0.000000
101,7285,7373,0.500000
101,7286,4577,0.000000
101,7286,4812,0.041156
101,7286,5933,0.000000
101,7286,8611,0.000000
101,7350,1852,0.555352
101,7350,5930,0.555352
101,7373,1553,0.000000
101,7373,7285,0.000000
101,7373,8291,0.000000
101,7441,4649,0.562382
101,7441,5068,0.626901
101,7441,6548,0.551020
101,7441,7925,0.376901
101,7453,6835,0.415897
101,7510,614,0.145994
101,7510,3863,0.292630
101,7520,4105,0.000000
101,7533,895,0.000000
101,7533,1288,0.000000
101,7537,275,0.000000
101,7558,2129,0.000000
101,7577,2362,0.000000
101,7577,2605,0.000000
101,7577,7839,0.000000
101,7584,2812,0.359476
101,7591,2605,0.000000
101,7591,4073,0.000000
101,7593,64,0.116755
101,7593,5342,0.000000
101,7596,531,0.625000
101,7596,658,0.510921
101,7596,8120,0.625000
101,7603,247,0.335938
101,7619,2689,0.000000
101,7619,5140,0.000000
101,7619,7980,0.000000
101,7625,838,0.000000
